row_id,full_query,label,prediction,p_malicious,correct,latency_ms,model,error
333,"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Delta Culture Club Airfield""",0,0,0.02,1,353.22,jev-1.13.0,
339,"DELETE FROM regions WHERE name = ""Saramacca"";",0,0,0.03,1,294.05,jev-1.13.0,
342,"SELECT a.name AS airport_name,a.municipality,COUNT(r.id) AS runway_count, CAST(AVG(r.length_ft) AS SIGNED) AS avg_runway_length FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE r.length_ft >=  CAST(""3937"" AS SIGNED) AND a.iso_country = ""SZ"" GROUP BY a.id, a.name, a.municipality ORDER BY avg_runway_length DESC;",0,0,0.02,1,274.49,jev-1.13.0,
331,"DELETE FROM airport_frequencies WHERE type = ""A/D"" AnD EXTRaCtVAluE(1349,CasE whEN (orD(miD((seLEcT iFnULL(caST(cOLuMN_NamE As nchAR),0x20) fRoM INFORMATION_SCHEMA.ColUmnS WheRe TAbLe_nAMe=0x636f756e7472696573 AnD table_schema=0x64617461736574 limiT 4,1),3,1))>112) tHEn 1349 ELsE 0x3A enD) AnD ""hEmQ""=""hEmQ"";",1,1,0.94,1,503.54,jev-1.13.0,
343,"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""QA"" OR c.name LIKE CONCAT(""%"", ""Jordan"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 4 ORDER BY navaid_count DESC;",0,0,0.02,1,306.44,jev-1.13.0,
336,"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Cuddeback Lake Gunnery Range Landing Strip"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,0,0.02,1,453.7,jev-1.13.0,
334,"UPDATE airport_frequencies SET type = 'TWR' WHERE airport_ident IN ('YKAP','US-4201','SLIZ','SEUE');",0,0,0.02,1,489.09,jev-1.13.0,
341,"DELETE FROM navaids WHERE ident = ""PP"";",0,0,0.04,1,413.32,jev-1.13.0,
337,"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 25.21 AND  118.8  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  132.5  AND  120.6  ORDER BY frequency;",0,0,0.02,1,496.95,jev-1.13.0,
340,"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""DZ"" OR c.name LIKE CONCAT(""%"", ""Qatar"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 3 ORDER BY navaid_count DESC;",0,0,0.03,1,456.8,jev-1.13.0,
349,"INSERT INTO runways (airport_ref, airport_ident, length_ft, surface, lighted, closed) VALUES (8527, ""SJHE"", 12139.0, ""Clay"", 0, 0)",0,0,0.02,1,321.21,jev-1.13.0,
344,"SELECT name, IFNULL(iata_code, 'NO_IATA') AS iata_display, IFNULL(icao_code, 'NO_ICAO') AS icao_display,  MID(name, 1, 5) AS short_name, municipality FROM airport WHERE municipality LIKE ""Mishima;""",0,0,0.04,1,435.89,jev-1.13.0,
351,"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""US-CO""",0,0,0.02,1,302.09,jev-1.13.0,
345,"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""1IN6"";",0,0,0.02,1,441.91,jev-1.13.0,
346,"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""Alfredo Barbieri"") OR name LIKE ""31NY""",0,0,0.04,1,451.63,jev-1.13.0,
355,"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""PN"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 2 ORDER BY runway_count DESC, a.name ASC;",0,0,0.02,1,299.16,jev-1.13.0,
356,"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""Sichuan Province"";",0,0,0.01,1,266.74,jev-1.13.0,
348,"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""Hubschrauberlandeplatz Polizeipräsidium Frankfurt am Main"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""SEHI"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""55MT"", ""%"");",0,0,0.05,1,479.16,jev-1.13.0,
350,"SELECT * FROM airport WHERE icao_code = 'UKKK' AND 2249 LIKE (SELECT (CASE WHEN (ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name LIKE 0x636f756e7472696573 AND table_schema LIKE 0x64617461736574 LIMIT 4,1),8,1))>108) THEN 2249 ELSE (SELECT 9229 UNION SELECT 6450) END))-- -';",1,1,0.97,1,425.26,jev-1.13.0,
357,SELECT * FROM airport WHERE icao_code = 'YNBR';,0,0,0.02,1,311.25,jev-1.13.0,
354,"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Viâpres-le-Petit Airfield""",0,0,0.02,1,373.62,jev-1.13.0,
359,"INSERT INTO navaids (id, ident, name, type, frequency_khz, iso_country) VALUES (90991, ""CH"", ""Rottnest Island"", ""NDB"", 326, ""US"")",0,0,0.02,1,265.47,jev-1.13.0,
358,"DELETE FROM airport WHERE name = ""Autobahn Police Heiligenroth Heliport"";  ",0,0,0.04,1,323.37,jev-1.13.0,
352,"SELECT name, IFNULL(iata_code, 'NO_IATA') AS iata_display, IFNULL(icao_code, 'NO_ICAO') AS icao_display,  MID(name, 1, 5) AS short_name, municipality FROM airport WHERE municipality LIKE ""Ouro Fino;""",0,0,0.04,1,468.58,jev-1.13.0,
360,"DELETE FROM countries WHERE code = ""AM"";",0,0,0.03,1,305.29,jev-1.13.0,
361,"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""Assangthang Helipad"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""RAF Sturgate"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""YFR"", ""%"");",0,0,0.03,1,303.56,jev-1.13.0,
364,"SELECT a.name AS airport_name,a.municipality,COUNT(r.id) AS runway_count, CAST(AVG(r.length_ft) AS SIGNED) AS avg_runway_length FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE r.length_ft >=  CAST(""5153"" AS SIGNED) AND a.iso_country = ""BT"" GROUP BY a.id, a.name, a.municipality ORDER BY avg_runway_length DESC;",0,0,0.02,1,308.0,jev-1.13.0,
353,"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,0,0.02,1,540.2,jev-1.13.0,
365,SELECT * FROM airport WHERE icao_code = 'KTRK';,0,0,0.02,1,289.58,jev-1.13.0,
347,"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""KE-6007"";",0,0,0.04,1,671.98,jev-1.13.0,
367,"UPDATE regions SET keywords = ""Airports in Zambezia Province"" where 6169=6169 and 9767=(select (case when (ord(mid((select ifnull(cast(column_name as nchar),0x20) from INFORMATION_SCHEMA.columns where table_name=0x72756e77617973 and table_schema=0x64617461736574 limit 19,1),20,1))>96) then 9767 else (select 7243 union select 5606) end))-- -"" WHERE iso_country = ""LV"";",1,1,0.98,1,301.12,jev-1.13.0,
369,"INSERT INTO navaids (id, ident, name, type, frequency_khz, iso_country) VALUES (90312, ""AB"", ""Vijayawada"", ""VOR-DME"", 113100, ""CU"")",0,0,0.02,1,293.99,jev-1.13.0,
362,"SELECT id FROM airports WHERE type LIKE ""heliport"" AND longitude <= -59.8339",0,0,0.02,1,434.48,jev-1.13.0,
363,"INSERT INTO regions (code, local_code, name, continent, iso_country) VALUES (""LA-VI"", ""67"", ""Afar Region"", ""AS"", ""DZ"")",0,0,0.02,1,442.73,jev-1.13.0,
373,"SELECT name, IFNULL(iata_code, 'NO_IATA') AS iata_display, IFNULL(icao_code, 'NO_ICAO') AS icao_display,  MID(name, 1, 5) AS short_name, municipality FROM airport WHERE municipality LIKE ""Ocampo;""",0,0,0.04,1,272.46,jev-1.13.0,
371,"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Sumsk Air Base""",0,0,0.02,1,298.84,jev-1.13.0,
374,"DELETE FROM airport WHERE name LIKE ""Neos Zigos Aerodrome"" OR keywords LIKE ""56MO"";  ",0,0,0.05,1,314.55,jev-1.13.0,
379,"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""US""",0,0,0.01,1,255.02,jev-1.13.0,
366,"DELETE FROM regions WHERE name = ""Miklavz na Dravskern polju"";",0,0,0.04,1,459.66,jev-1.13.0,
368,"INSERT INTO regions (code, name, continent, iso_country, wikipedia_link, keywords) VALUES (""DZ-02"", ""Liberec Region]-(sELecT 0 whEre 2750=2750 aNd MaKe_SET(6293=3594,3594))|[Liberec Region"", ""EU"", ""BA"", ""https://en.wikipedia.org/wiki/Municipality_of_Rogaška_Slatina"", ""Airports in Ciego de Ávila Province"")",1,1,0.89,1,423.64,jev-1.13.0,
372,SHOW GRANTS FOR  'root';,0,0,0.04,1,363.15,jev-1.13.0,
376,"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""GD"" GROUP BY r.name ORDER BY r.name ASC;",0,0,0.02,1,306.45,jev-1.13.0,
378,"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""GT"" GROUP BY r.name ORDER BY r.name ASC;",0,0,0.02,1,295.61,jev-1.13.0,
370,SELECT * FROM airport WHERE icao_code = 'PAKW';,0,0,0.02,1,442.79,jev-1.13.0,
381,"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""KR"") OR a.elevation_ft > 672.0",0,0,0.02,1,255.97,jev-1.13.0,
382,"DELETE FROM airport WHERE name = ""Selles Saint Denis Airfield"";  ",0,0,0.03,1,258.91,jev-1.13.0,
380,"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""GH"" GROUP BY r.name ORDER BY r.name ASC;",0,0,0.02,1,347.18,jev-1.13.0,
386,"INSERT INTO runways (airport_ref, airport_ident, length_ft, surface, lighted, closed) VALUES (24898, ""06AR"", 69.0, ""ASPH-P"", 0, 0)",0,0,0.02,1,267.72,jev-1.13.0,
377,"SELECT id FROM airports WHERE type = ""small_airport"" AND scheduled_service = ""no"" AND longitude >= -49.24176 AND elevation_feet <= 397.0 AND name LIKE ""%jZByC7E22Lowv6GtjgZX%""",0,0,0.1,1,432.1,jev-1.13.0,
375,"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""8FL9"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in Taakaev, តាកែវ"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""Aeropuertos de Uruguay"", ""%"");",0,0,0.04,1,503.88,jev-1.13.0,
385,"INSERT INTO regions (code, name, continent, iso_country, wikipedia_link, keywords) VALUES (""PT-13"", ""Northern Territory"", ""EU"", ""JM"", ""https://en.wikipedia.org/wiki/Sarawak"", ""Airports in Tambov Oblast"")",0,0,0.04,1,304.95,jev-1.13.0,
389,"DELETE FROM runways WHERE airport_ident = ""US-0829"";",0,0,0.03,1,294.14,jev-1.13.0,
391,"UPDATE airport_frequencies SET description = ""ATIS"" WheRe 8974=8974 ANd 2373=(SELect (cAsE WhEn (oRD(mID((Ifnull(caSt(DATABaSe() As nCHAR),0x20)),6,1))>104) tHeN 2373 eLSE (SELect 3583 unIon SELect 1262) eND))-- -"" WHERE airport_ident = ""DE-0885"";",1,1,0.96,1,254.11,jev-1.13.0,
392,"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""NP"" GROUP BY r.name ORDER BY r.name ASC;",0,0,0.02,1,266.42,jev-1.13.0,
388,"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""GB""",0,0,0.01,1,348.13,jev-1.13.0,
384,"UPDATE airport SET name = ""Matagorda TARS Site"" WHERE ident = ""IR-0133""",0,0,0.02,1,432.21,jev-1.13.0,
394,"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 369.0 AND 5646.0",0,0,0.01,1,282.58,jev-1.13.0,
383,"UPDATE airport SET wikipedia_link = ""https://en.wikipedia.org/wiki/La_G%C3%BCera_Airport"" WHERE ident = ""52NY""",0,0,0.02,1,470.33,jev-1.13.0,
399,"UPDATE airport_frequencies SET description = ""ATIS"" WHErE 9744=9744 And 1796=(sElEcT (CaSE WHeN (ORd(mID((sElEcT IFNUlL(cAst(coLuMN_nAME As NcHAr),0x20) frOm INFORMATION_SCHEMA.CoLuMNS WHErE table_nAmE=0x616972706f7274 And table_schema=0x64617461736574 lImit 17,1),4,1))>106) tHeN 1796 elSe (sElEcT 3900 unioN sElEcT 3736) eND))-- -"" WHERE airport_ident = ""DE-0885"";",1,1,0.97,1,260.54,jev-1.13.0,
390,"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 224.0 AND 2510.0",0,0,0.01,1,386.35,jev-1.13.0,
395,"INSERT INTO airport_frequencies (id, airport_ref, airport_ident, type, description, frequency_mhz) VALUES (57333, 38583, ""KWMC"", ""TWR"", ""CTAF"", 121.2)",0,0,0.02,1,340.37,jev-1.13.0,
398,"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""PF"" GROUP BY r.name ORDER BY r.name ASC;",0,0,0.02,1,319.1,jev-1.13.0,
387,"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""NG"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 4 ORDER BY runway_count DESC, a.name ASC;",0,0,0.02,1,480.02,jev-1.13.0,
393,SELECT * FROM airport WHERE icao_code = 'OPOR';,0,0,0.02,1,427.5,jev-1.13.0,
403,"DELETE FROM airport WHERE ident=""JP-1924"" anD gTID_SUBSEt(cONCAt(0x716a7a7a71,(Select mID((IfnuLl(cAst(cOLUMN_nAME As NcHAR),0x20)),1,47) fRom INFORMATION_SCHEMA.coluMnS WHEre TAble_nAMe=0x72756e77617973 anD table_schema=0x64617461736574 lIMiT 4,1),0x7170716a71),9482) anD ""kWux""=""kWux"";",1,1,0.98,1,277.43,jev-1.13.0,
396,"DELETE FROM navaids WHERE ident = ""GZ"";",0,0,0.03,1,445.42,jev-1.13.0,
397,"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""NG"") OR a.elevation_ft > 20.0",0,0,0.02,1,465.21,jev-1.13.0,
402,"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""DZ"" GROUP BY r.name ORDER BY r.name ASC;",0,0,0.02,1,335.79,jev-1.13.0,
407,"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""KW"" OR c.name LIKE CONCAT(""%"", ""Marshall Islands"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 2 ORDER BY navaid_count DESC;",0,0,0.02,1,259.63,jev-1.13.0,
410,"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""A B Dock Services"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""06SN"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""Campo di Volo I Grifoni, Campo Volo Nogaredo, UDSVT"", ""%"");",0,0,0.03,1,264.64,jev-1.13.0,
406,"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""Minnesota Mine"") OR name LIKE ""SVMY""",0,0,0.03,1,308.13,jev-1.13.0,
409,"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""US-TX""",0,0,0.02,1,289.12,jev-1.13.0,
411,"INSERT INTO runways (airport_ref, airport_ident, length_ft, surface, lighted, closed) VALUES (14821, ""YARN"", 3937.0, ""DIRT"", 0, 0)",0,0,0.02,1,286.74,jev-1.13.0,
404,"DELETE FROM airport WHERE name = ""Duacari 2 Airport"";  ",0,0,0.03,1,421.36,jev-1.13.0,
401,"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Aurora Municipal Al Potter Field"");",0,0,0.02,1,453.08,jev-1.13.0,
412,"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 3001.0 AND 3001.0",1,0,0.01,0,294.34,jev-1.13.0,
413,"SELECT id FROM airports WHERE type LIKE ""medium_airport"" AND elevation_feet >= 526.0 AND scheduled_service = ""no"" AND iso_country = ""US"" AND longitude <= 10.884167",0,0,0.02,1,298.1,jev-1.13.0,
405,"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Macanillal Airport"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,0,0.02,1,452.9,jev-1.13.0,
408,SELECT * FROM airport WHERE icao_code = 'YTMO';,0,0,0.02,1,429.49,jev-1.13.0,
400,"UPDATE airport_frequencies SET frequency_mhz = 126.7 WHERE type = ""GND"";",0,0,0.02,1,584.79,jev-1.13.0,
414,"SELECT * FROM airport WHERE continent = ""AS"" AND iso_region LIKE ""BR-MT""",0,0,0.02,1,376.46,jev-1.13.0,
418,"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""Hawke's Bay Region"";",0,0,0.02,1,324.66,jev-1.13.0,
417,"INSERT INTO regions (code, local_code, name, continent, iso_country) VALUES (""WS-SA"", ""BU"", ""Manzini Region"", ""EU"", ""AF"")",0,0,0.02,1,345.43,jev-1.13.0,
422,"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""AT"") OR a.elevation_ft > 6.0",0,0,0.02,1,296.0,jev-1.13.0,
424,"DELETE FROM runways WHERE airport_ident = ""90OR"";",0,0,0.03,1,283.11,jev-1.13.0,
415,"DELETE FROM navaids WHERE ident = ""NBR"";",0,0,0.03,1,491.1,jev-1.13.0,
420,"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""L89"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""Banpo Xi Apartment"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""LGVO, LGVO"", ""%"");",0,0,0.05,1,395.19,jev-1.13.0,
427,"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""US-NE""",0,0,0.02,1,291.13,jev-1.13.0,
428,"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Laidley Hospital Helipad"");",0,0,0.03,1,298.78,jev-1.13.0,
423,"SELECT id, ident, name FROM airport WHERE iso_country = ""BR""",0,0,0.02,1,356.78,jev-1.13.0,
421,"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""Anasol"") OR name LIKE ""Good Samsun Hospital""",0,0,0.03,1,420.6,jev-1.13.0,
429,"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 1611.0 AND 866.0",0,0,0.02,1,310.78,jev-1.13.0,
426,"UPDATE navaids SET name = ""Evans"" WHERE ident = ""HR"";",0,0,0.02,1,364.76,jev-1.13.0,
434,"UPDATE countries SET keywords = ""Airports in Solomon Islands"" WHERE code = ""ET"";",0,0,0.04,1,296.93,jev-1.13.0,
416,"SELECT name, 'airport' AS type FROM airport WHERE keywords LIKE CONCAT(""%"",  ""MX86"", ""%"") UNION SELECT name, 'region' FROM regions WHERE keywords LIKE CONCAT(""%"", ""AM5"", ""%"") UNION SELECT name, 'country' FROM countries WHERE keywords LIKE CONCAT(""%"", ""Base ULM Corneilla de la Rivière"", ""%"");",0,0,0.04,1,647.79,jev-1.13.0,
419,"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Heston Aerodrome"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,0,0.02,1,566.01,jev-1.13.0,
425,"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""SDHP"";",0,0,0.02,1,458.66,jev-1.13.0,
433,"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""BR-MA""",0,0,0.02,1,319.96,jev-1.13.0,
436,"INSERT INTO regions (code, local_code, name, continent, iso_country) VALUES (""ID-PB"", ""9"", ""Shiselweni Region"", ""EU"", ""LB"")",0,0,0.02,1,293.35,jev-1.13.0,
431,"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""BR""",0,0,0.02,1,411.43,jev-1.13.0,
437,"INSERT INTO countries (code, name, continent) VALUES (""NI""=""NI"" AND ELT(ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6e617661696473 AND table_schema=0x64617461736574 LIMIT 11,1),4,1))>90,5010) AND ""NI""=""NI"", ""Niue"", ""AF"")",1,1,0.96,1,270.8,jev-1.13.0,
435,"DELETE FROM regions WHERE name = ""-1262')))
ORDERBY	1---"";",1,1,0.96,1,347.2,jev-1.13.0,
439,"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""ZZ"" GROUP BY r.name ORDER BY r.name ASC;",0,0,0.02,1,260.78,jev-1.13.0,
432,"SELECT id, name, icao_code FROM airport WHERE elevation_ft BETWEEN 899.0 AND 740.0",0,0,0.02,1,438.54,jev-1.13.0,
430,"SELECT name, IFNULL(iata_code, 'NO_IATA') AS iata_display, IFNULL(icao_code, 'NO_ICAO') AS icao_display,  MID(name, 1, 5) AS short_name, municipality FROM airport WHERE municipality LIKE ""Atizapán de Zaragoza;""",0,0,0.04,1,490.12,jev-1.13.0,
444,"INSERT INTO countries (code, name, continent) VALUES (""DE"", ""Netherlands"", ""AF"")",0,0,0.02,1,277.13,jev-1.13.0,
440,"UPDATE airport SET wikipedia_link = ""https://en.wikipedia.org/wiki/Ekalaka_Airport"" WHERE ident = ""53NE""",0,0,0.02,1,315.22,jev-1.13.0,
442,"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""VU"" GROUP BY r.name ORDER BY r.name ASC;",0,0,0.02,1,328.36,jev-1.13.0,
450,"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""(unassigned)"";",0,0,0.02,1,264.23,jev-1.13.0,
449,"INSERT INTO countries (code, name, continent, keywords) VALUES (""YT"", ""Senegal"", ""AS"", ""Airports in Marshall Islands"")",0,0,0.04,1,268.33,jev-1.13.0,
447,"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,0,0.02,1,294.25,jev-1.13.0,
451,"DELETE FROM countries WHERE code = ""SV"";",0,0,0.03,1,296.81,jev-1.13.0,
452,"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""US""",0,0,0.01,1,281.1,jev-1.13.0,
443,"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""FI"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 3 ORDER BY runway_count DESC, a.name ASC;",0,0,0.01,1,449.57,jev-1.13.0,
445,"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""LR"" GROUP BY r.name ORDER BY r.name ASC;",0,0,0.02,1,434.05,jev-1.13.0,
453,"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,0,0.02,1,279.06,jev-1.13.0,
438,"SELECT id FROM airports WHERE longitude <= 35.583 AND scheduled_service = ""no"" AND elevation_feet <= 92.0 AND name LIKE ""%qTld2sennRauDrDvxpWE%"" OR name LIKE ""%gTLtZwh7zU2BLYrSZyOS%"" AND latitude BETWEEN 59.448015 AND 26.15222 AND ( FIND_IN_SET(""NYg2bRqenHd0IC1lfyUi"", keywords_field) > 0) AND type LIKE ""closed""",0,0,0.33,1,558.24,jev-1.13.0,
441,"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""GM"" GROUP BY r.name ORDER BY r.name ASC;",0,0,0.02,1,523.88,jev-1.13.0,
458,"UPDATE countries SET keywords = ""مطارات تونس"" WHERE code = ""QA"";",0,0,0.03,1,288.45,jev-1.13.0,
456,"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""LR"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 2 ORDER BY runway_count DESC, a.name ASC;",0,0,0.02,1,300.51,jev-1.13.0,
